date,state,service provider,throughput,latency,video resolution,age of device,resolution switches
5/2/2023,Cali,Provider D,319.8,71,480p,5,10
5/2/2023,Cali,Provider E,294.96,78,480p,4,5
5/2/2023,Texas,Provider A,675.93,22,720p,4,1
5/2/2023,Texas,Provider B,966.33,92,4K,2,8
5/2/2023,Texas,Provider C,241.46,88,4K,3,9
5/2/2023,Texas,Provider D,996.02,15,480p,2,2
5/2/2023,Texas,Provider E,576.46,76,4K,5,10
5/2/2023,Illinois,Provider A,516.65,86,1080p,1,10
5/2/2023,Illinois,Provider B,589.96,42,4K,5,1
5/2/2023,Illinois,Provider C,920.58,96,4K,1,0
5/2/2023,Illinois,Provider D,483.59,85,1080p,2,4
5/2/2023,Illinois,Provider E,261.82,73,480p,5,0
5/3/2023,Cali,Provider A,685.55,46,720p,4,9
5/3/2023,Cali,Provider B,605.23,72,720p,2,9
5/3/2023,Cali,Provider C,342.91,67,1440p,1,0
5/3/2023,Cali,Provider D,89.27,13,480p,4,4
5/3/2023,Cali,Provider E,184.28,64,1440p,4,3
5/3/2023,Texas,Provider A,178.65,78,720p,2,10
5/3/2023,Texas,Provider B,484.94,64,480p,5,9
5/3/2023,Texas,Provider C,386.87,94,480p,2,5
5/3/2023,Texas,Provider D,875.73,56,480p,1,2
5/3/2023,Texas,Provider E,192.68,31,1440p,1,4
5/3/2023,Illinois,Provider A,818.02,98,480p,4,8
5/3/2023,Illinois,Provider B,785.38,83,1440p,2,9
5/3/2023,Illinois,Provider C,876.47,41,1440p,3,2
5/3/2023,Illinois,Provider D,573.96,44,480p,5,4
5/3/2023,Illinois,Provider E,64.24,70,480p,5,9
5/4/2023,Cali,Provider A,599.86,30,1440p,1,6
5/4/2023,Cali,Provider B,931.28,99,4K,3,10
5/4/2023,Cali,Provider C,925.52,74,1080p,5,1
5/4/2023,Cali,Provider D,900.28,34,4K,1,8
5/4/2023,Cali,Provider E,457.43,72,480p,5,9
5/4/2023,Texas,Provider A,487.92,74,1080p,4,8
5/4/2023,Texas,Provider B,701.02,56,4K,2,5
5/4/2023,Texas,Provider C,130.3,60,1440p,3,1
5/4/2023,Texas,Provider D,899.85,59,720p,3,3
5/4/2023,Texas,Provider E,888.72,95,4K,1,10
5/4/2023,Illinois,Provider A,806.3,55,4K,1,5
5/4/2023,Illinois,Provider B,357.66,85,480p,1,10
5/4/2023,Illinois,Provider C,313.19,45,1440p,4,2
5/4/2023,Illinois,Provider D,546.12,58,480p,1,4
5/4/2023,Illinois,Provider E,560.92,57,4K,4,3
5/5/2023,Cali,Provider A,607.94,73,1080p,3,4
5/5/2023,Cali,Provider B,58.91,52,1440p,3,4
5/5/2023,Cali,Provider C,345.54,36,720p,2,7
5/5/2023,Cali,Provider D,872.71,19,480p,5,3
5/5/2023,Cali,Provider E,513.62,72,1440p,3,3
5/5/2023,Texas,Provider A,138.52,59,720p,2,0
5/5/2023,Texas,Provider B,721.78,60,1080p,2,4
5/5/2023,Texas,Provider C,285.11,85,1080p,5,3
5/5/2023,Texas,Provider D,200.31,83,720p,4,9
5/5/2023,Texas,Provider E,676.62,94,4K,5,6
5/5/2023,Illinois,Provider A,741.8,40,4K,4,5
5/5/2023,Illinois,Provider B,878.64,64,4K,3,6
5/5/2023,Illinois,Provider C,232.42,99,4K,4,7
5/5/2023,Illinois,Provider D,413.97,35,1440p,1,1
5/5/2023,Illinois,Provider E,688.8,76,1440p,3,2
5/6/2023,Cali,Provider A,816.49,12,1440p,1,10
5/6/2023,Cali,Provider B,150,40,4K,2,1
5/6/2023,Cali,Provider C,961.46,91,720p,5,9
5/6/2023,Cali,Provider D,809.36,83,1440p,5,2
5/6/2023,Cali,Provider E,86.27,19,480p,5,6
5/6/2023,Texas,Provider A,138.81,74,1440p,1,1
5/6/2023,Texas,Provider B,186.43,29,1080p,4,2
5/6/2023,Texas,Provider C,89.04,64,1440p,3,6
5/6/2023,Texas,Provider D,915.57,87,480p,4,4
5/6/2023,Texas,Provider E,801.38,11,1440p,4,4
5/6/2023,Illinois,Provider A,747.88,90,1440p,4,6
5/6/2023,Illinois,Provider B,418.07,41,480p,1,2
5/6/2023,Illinois,Provider C,302.83,13,720p,3,8
5/6/2023,Illinois,Provider D,417.67,15,480p,2,0
5/6/2023,Illinois,Provider E,704.13,79,480p,3,9
5/7/2023,Cali,Provider A,317.14,55,1440p,2,7
5/7/2023,Cali,Provider B,829.77,69,4K,1,10
5/7/2023,Cali,Provider C,592.88,12,480p,4,7
5/7/2023,Cali,Provider D,857.81,88,1440p,5,0
5/7/2023,Cali,Provider E,313.19,97,1080p,5,3
5/7/2023,Texas,Provider A,880.41,66,4K,2,7
5/7/2023,Texas,Provider B,815.71,40,1440p,2,7
5/7/2023,Texas,Provider C,769.5,89,1440p,1,6
5/7/2023,Texas,Provider D,379.84,63,4K,4,1
5/7/2023,Texas,Provider E,835.25,77,480p,4,9
5/7/2023,Illinois,Provider A,512.49,74,480p,4,2
5/7/2023,Illinois,Provider B,793.64,74,4K,2,1
5/7/2023,Illinois,Provider C,611.71,51,720p,4,8
5/7/2023,Illinois,Provider D,241.68,49,720p,5,1
5/7/2023,Illinois,Provider E,617.42,22,480p,4,0
5/8/2023,Cali,Provider A,876.71,60,720p,5,5
5/8/2023,Cali,Provider B,625.52,34,480p,5,1
5/8/2023,Cali,Provider C,740.31,99,4K,5,5
5/8/2023,Cali,Provider D,459.66,65,480p,1,3
5/8/2023,Cali,Provider E,685.7,32,480p,1,6
5/8/2023,Texas,Provider A,355.7,65,1440p,1,9
5/8/2023,Texas,Provider B,879.18,62,4K,4,0
5/8/2023,Texas,Provider C,736.51,20,4K,1,6
5/8/2023,Texas,Provider D,481.55,57,720p,3,3
5/8/2023,Texas,Provider E,601.85,39,4K,2,1
5/8/2023,Illinois,Provider A,162.86,10,4K,1,6
5/8/2023,Illinois,Provider B,181.64,65,4K,4,3
5/8/2023,Illinois,Provider C,450.59,63,720p,2,10
5/8/2023,Illinois,Provider D,424.93,28,1440p,1,1
5/8/2023,Illinois,Provider E,369.35,65,720p,1,8
5/9/2023,Cali,Provider A,177.94,67,4K,2,1
5/9/2023,Cali,Provider B,550.29,29,1440p,4,0
5/9/2023,Cali,Provider C,103.98,55,720p,2,1
5/9/2023,Cali,Provider D,295.86,65,4K,1,9
5/9/2023,Cali,Provider E,954.82,14,1080p,3,7
5/9/2023,Texas,Provider A,262.71,20,720p,3,9
5/9/2023,Texas,Provider B,491.54,15,1440p,4,7
5/9/2023,Texas,Provider C,154.36,35,720p,4,9
5/9/2023,Texas,Provider D,425.86,100,1080p,4,0
5/9/2023,Texas,Provider E,590.14,10,720p,3,4
5/9/2023,Illinois,Provider A,926.92,80,480p,5,4
5/9/2023,Illinois,Provider B,933.61,26,480p,2,1
5/9/2023,Illinois,Provider C,735.77,64,1440p,5,10
5/9/2023,Illinois,Provider D,950.75,15,720p,5,6
5/9/2023,Illinois,Provider E,528.79,60,4K,1,5
5/10/2023,Cali,Provider A,886.72,77,720p,5,4
5/10/2023,Cali,Provider B,823.99,80,1080p,2,9
5/10/2023,Cali,Provider C,493.99,85,1440p,2,3
5/10/2023,Cali,Provider D,367.44,96,720p,1,10
5/10/2023,Cali,Provider E,275.02,66,4K,2,9
5/10/2023,Texas,Provider A,728.66,44,480p,5,6
5/10/2023,Texas,Provider B,671.26,38,720p,5,9
5/10/2023,Texas,Provider C,259.73,62,480p,2,2
5/10/2023,Texas,Provider D,946.65,38,4K,1,0
5/10/2023,Texas,Provider E,358.18,43,1080p,4,0
5/10/2023,Illinois,Provider A,97.33,36,720p,4,6
5/10/2023,Illinois,Provider B,659.19,46,4K,1,7
5/10/2023,Illinois,Provider C,122.56,20,1080p,4,0
5/10/2023,Illinois,Provider D,883.7,48,4K,1,6
5/10/2023,Illinois,Provider E,262.15,72,480p,2,8
5/11/2023,Cali,Provider A,519.4,93,480p,2,4
5/11/2023,Cali,Provider B,280.05,35,1080p,1,3
5/11/2023,Cali,Provider C,669.17,26,720p,2,8
5/11/2023,Cali,Provider D,887.62,42,720p,2,6
5/11/2023,Cali,Provider E,160.42,56,1080p,3,5
5/11/2023,Texas,Provider A,931.1,25,4K,5,2
5/11/2023,Texas,Provider B,228.12,54,480p,3,0
5/11/2023,Texas,Provider C,389.14,13,4K,3,2
5/11/2023,Texas,Provider D,334.88,89,480p,5,2
5/11/2023,Texas,Provider E,549.85,88,480p,2,10
5/11/2023,Illinois,Provider A,303.17,23,4K,3,10
5/11/2023,Illinois,Provider B,783.66,17,480p,2,5
5/11/2023,Illinois,Provider C,472.71,19,1080p,1,2
5/11/2023,Illinois,Provider D,554.11,12,480p,3,9
5/11/2023,Illinois,Provider E,96.77,64,4K,4,7
5/12/2023,Cali,Provider A,615.96,35,720p,2,1
5/12/2023,Cali,Provider B,660.08,20,1440p,5,4
5/12/2023,Cali,Provider C,647.27,47,1080p,3,4
5/12/2023,Cali,Provider D,582.59,64,1440p,4,10
5/12/2023,Cali,Provider E,163.51,24,480p,5,1
5/12/2023,Texas,Provider A,116.09,41,4K,2,4
5/12/2023,Texas,Provider B,608.97,39,720p,3,3
5/12/2023,Texas,Provider C,660.18,57,480p,5,3
5/12/2023,Texas,Provider D,512.83,24,720p,4,4
5/12/2023,Texas,Provider E,929.94,99,1080p,4,10
5/12/2023,Illinois,Provider A,966.92,100,720p,1,4
5/12/2023,Illinois,Provider B,329.42,17,1080p,3,5
5/12/2023,Illinois,Provider C,514.26,32,4K,2,5
5/12/2023,Illinois,Provider D,449.57,78,480p,1,4
5/12/2023,Illinois,Provider E,673.73,31,1440p,2,2
5/13/2023,Cali,Provider A,204.15,28,1440p,3,0
5/13/2023,Cali,Provider B,547.38,25,480p,3,4
5/13/2023,Cali,Provider C,525.29,30,1080p,4,8
5/13/2023,Cali,Provider D,544.9,37,4K,5,6
5/13/2023,Cali,Provider E,641.98,24,480p,1,1
5/13/2023,Texas,Provider A,981.05,79,720p,5,10
5/13/2023,Texas,Provider B,813.33,20,720p,1,7
5/13/2023,Texas,Provider C,367.75,97,1440p,1,2
5/13/2023,Texas,Provider D,553.26,82,1080p,4,1
5/13/2023,Texas,Provider E,145.06,54,720p,5,0
5/13/2023,Illinois,Provider A,149.75,48,480p,2,7
5/13/2023,Illinois,Provider B,707.18,97,480p,2,4
5/13/2023,Illinois,Provider C,700.89,96,1440p,2,9
5/13/2023,Illinois,Provider D,83.99,26,1080p,2,6
5/13/2023,Illinois,Provider E,188.21,66,1080p,1,10
5/14/2023,Cali,Provider A,570.19,10,1080p,4,5
5/14/2023,Cali,Provider B,903.85,62,720p,5,1
5/14/2023,Cali,Provider C,988.72,61,720p,4,5
5/14/2023,Cali,Provider D,724.18,58,720p,5,7
5/14/2023,Cali,Provider E,290.64,19,4K,3,10
5/14/2023,Texas,Provider A,78.43,20,1080p,5,8
5/14/2023,Texas,Provider B,586.19,20,720p,5,10
5/14/2023,Texas,Provider C,817.07,96,1440p,3,8
5/14/2023,Texas,Provider D,597.99,85,1080p,3,2
5/14/2023,Texas,Provider E,629.29,52,480p,2,8
5/14/2023,Illinois,Provider A,65.62,84,1440p,2,3
5/14/2023,Illinois,Provider B,187.17,83,4K,5,7
5/14/2023,Illinois,Provider C,907.46,74,720p,3,7
5/14/2023,Illinois,Provider D,773.26,72,720p,5,0
5/14/2023,Illinois,Provider E,541.34,21,720p,5,5
5/15/2023,Cali,Provider A,910.79,19,1080p,5,7
5/15/2023,Cali,Provider B,505.16,35,1080p,3,1
5/15/2023,Cali,Provider C,577.51,25,1080p,2,3
5/15/2023,Cali,Provider D,103.51,77,1440p,2,5
5/15/2023,Cali,Provider E,679.51,53,720p,5,8
5/15/2023,Texas,Provider A,406.17,60,1440p,2,3
5/15/2023,Texas,Provider B,98.81,76,4K,5,9
5/15/2023,Texas,Provider C,499.41,87,480p,5,8
5/15/2023,Texas,Provider D,972.99,19,720p,1,7
5/15/2023,Texas,Provider E,340.42,69,4K,2,6
5/15/2023,Illinois,Provider A,276.55,99,1440p,4,10
5/15/2023,Illinois,Provider B,60.05,24,1440p,1,7
5/15/2023,Illinois,Provider C,727.46,58,1080p,1,8
5/15/2023,Illinois,Provider D,634.49,88,1080p,4,5
5/15/2023,Illinois,Provider E,837.07,11,4K,1,0
5/16/2023,Cali,Provider A,479.36,97,480p,3,6
5/16/2023,Cali,Provider B,949.93,63,720p,2,6
5/16/2023,Cali,Provider C,298.9,87,1080p,5,2
5/16/2023,Cali,Provider D,171.76,100,1440p,5,2
5/16/2023,Cali,Provider E,360.51,66,720p,2,1
5/16/2023,Texas,Provider A,511.72,97,1080p,2,1
5/16/2023,Texas,Provider B,970.72,93,4K,3,10
5/16/2023,Texas,Provider C,777.1,35,720p,3,1
5/16/2023,Texas,Provider D,893.74,58,480p,1,1
5/16/2023,Texas,Provider E,774.73,93,720p,2,4
5/16/2023,Illinois,Provider A,711.07,71,1440p,1,10
5/16/2023,Illinois,Provider B,833.05,62,720p,2,1
5/16/2023,Illinois,Provider C,484.69,92,1440p,4,7
5/16/2023,Illinois,Provider D,264.19,75,1080p,1,2
5/16/2023,Illinois,Provider E,896.02,99,1440p,1,9
5/17/2023,Cali,Provider A,598.09,76,4K,2,9
5/17/2023,Cali,Provider B,543.71,89,1080p,4,0
5/17/2023,Cali,Provider C,250.3,93,1080p,4,4
5/17/2023,Cali,Provider D,889.51,99,480p,5,5
5/17/2023,Cali,Provider E,880.02,30,1080p,4,6
5/17/2023,Texas,Provider A,799.47,35,720p,1,5
5/17/2023,Texas,Provider B,502.9,65,720p,5,9
5/17/2023,Texas,Provider C,327.95,12,4K,4,8
5/17/2023,Texas,Provider D,546.2,99,480p,3,10
5/17/2023,Texas,Provider E,302.07,91,720p,4,1
5/17/2023,Illinois,Provider A,948.18,99,1440p,3,9
5/17/2023,Illinois,Provider B,176.67,42,480p,2,9
5/17/2023,Illinois,Provider C,538.29,34,480p,4,8
5/17/2023,Illinois,Provider D,812.33,44,480p,3,7
5/17/2023,Illinois,Provider E,486.03,67,1080p,3,2
5/18/2023,Cali,Provider A,422.23,11,1080p,4,5
5/18/2023,Cali,Provider B,549.19,98,480p,1,6
5/18/2023,Cali,Provider C,153.95,60,4K,1,4
5/18/2023,Cali,Provider D,753.85,77,4K,5,6
5/18/2023,Cali,Provider E,376.64,85,1440p,1,10
5/18/2023,Texas,Provider A,925.32,11,1440p,5,1
5/18/2023,Texas,Provider B,709.75,43,1440p,1,6
5/18/2023,Texas,Provider C,656.06,14,480p,1,4
5/18/2023,Texas,Provider D,399.3,82,1080p,2,5
5/18/2023,Texas,Provider E,626.28,76,720p,1,5
5/18/2023,Illinois,Provider A,474.55,58,1080p,2,8
5/18/2023,Illinois,Provider B,56.16,58,480p,3,5
5/18/2023,Illinois,Provider C,174.96,13,4K,1,3
5/18/2023,Illinois,Provider D,301.01,59,1440p,3,1
5/18/2023,Illinois,Provider E,745.67,73,720p,5,6
5/19/2023,Cali,Provider A,679.95,15,1080p,2,6
5/19/2023,Cali,Provider B,713.6,62,4K,4,1
5/19/2023,Cali,Provider C,261.29,61,1080p,4,4
5/19/2023,Cali,Provider D,574.99,42,720p,1,0
5/19/2023,Cali,Provider E,874.42,79,1440p,4,10
5/19/2023,Texas,Provider A,981.69,87,1080p,3,10
5/19/2023,Texas,Provider B,282.75,59,4K,3,5
5/19/2023,Texas,Provider C,708.84,47,1080p,5,6
5/19/2023,Texas,Provider D,324.99,40,1440p,1,0
5/19/2023,Texas,Provider E,233.16,39,1440p,5,7
5/19/2023,Illinois,Provider A,754.55,79,480p,4,8
5/19/2023,Illinois,Provider B,939.97,29,1440p,2,9
5/19/2023,Illinois,Provider C,108.56,14,1440p,5,5
5/19/2023,Illinois,Provider D,349.02,43,4K,4,6
5/19/2023,Illinois,Provider E,63.23,51,4K,1,9
5/20/2023,Cali,Provider A,121.76,30,480p,3,10
5/20/2023,Cali,Provider B,416.83,95,1080p,1,5
5/20/2023,Cali,Provider C,393.45,82,720p,2,9
5/20/2023,Cali,Provider D,178.66,85,480p,4,0
5/20/2023,Cali,Provider E,576.37,88,480p,5,0
5/20/2023,Texas,Provider A,211.59,58,1080p,5,8
5/20/2023,Texas,Provider B,849.68,45,480p,4,5
5/20/2023,Texas,Provider C,263.67,74,1080p,1,6
5/20/2023,Texas,Provider D,164.81,10,1440p,5,4
5/20/2023,Texas,Provider E,231.82,45,720p,4,3
5/20/2023,Illinois,Provider A,417.1,65,1440p,4,7
5/20/2023,Illinois,Provider B,974.03,87,1440p,3,3
5/20/2023,Illinois,Provider C,126.23,16,480p,4,0
5/20/2023,Illinois,Provider D,282.05,95,4K,4,4
5/20/2023,Illinois,Provider E,870,35,720p,3,1
5/21/2023,Cali,Provider A,954.8,91,480p,5,6
5/21/2023,Cali,Provider B,836.77,19,720p,1,3
5/21/2023,Cali,Provider C,678.8,59,720p,1,7
5/21/2023,Cali,Provider D,506.6,30,720p,4,2
5/21/2023,Cali,Provider E,91.42,11,4K,5,0
5/21/2023,Texas,Provider A,624.82,16,720p,2,5
5/21/2023,Texas,Provider B,996.87,49,1080p,2,6
5/21/2023,Texas,Provider C,575.81,90,1440p,5,5
5/21/2023,Texas,Provider D,582.2,47,4K,3,6
5/21/2023,Texas,Provider E,258.85,44,4K,1,10
5/21/2023,Illinois,Provider A,673.48,89,480p,2,8
5/21/2023,Illinois,Provider B,901.29,10,720p,1,10
5/21/2023,Illinois,Provider C,718.56,11,720p,4,0
5/21/2023,Illinois,Provider D,88.16,52,1080p,5,8
5/21/2023,Illinois,Provider E,915.57,46,4K,3,2
5/22/2023,Cali,Provider A,711.34,84,480p,3,10
5/22/2023,Cali,Provider B,962.94,78,1440p,3,4
5/22/2023,Cali,Provider C,523.98,55,1440p,4,4
5/22/2023,Cali,Provider D,352.86,80,1080p,3,0
5/22/2023,Cali,Provider E,787,75,1440p,1,1
5/22/2023,Texas,Provider A,71.9,49,1440p,5,6
5/22/2023,Texas,Provider B,61.78,99,480p,3,2
5/22/2023,Texas,Provider C,615.18,37,4K,3,2
5/22/2023,Texas,Provider D,84.67,20,720p,5,9
5/22/2023,Texas,Provider E,565.68,16,480p,4,3
5/22/2023,Illinois,Provider A,170.73,63,720p,3,10
5/22/2023,Illinois,Provider B,82.61,10,4K,3,2
5/22/2023,Illinois,Provider C,649.64,27,4K,1,4
5/22/2023,Illinois,Provider D,486.87,84,720p,1,0
5/22/2023,Illinois,Provider E,351.62,48,4K,3,6
5/23/2023,Cali,Provider A,341.84,21,1080p,1,3
5/23/2023,Cali,Provider B,894.19,52,4K,3,3
5/23/2023,Cali,Provider C,539.65,37,1080p,4,6
5/23/2023,Cali,Provider D,362.31,15,480p,3,0
5/23/2023,Cali,Provider E,978.42,42,1080p,5,9
5/23/2023,Texas,Provider A,251.39,95,480p,1,4
5/23/2023,Texas,Provider B,360.46,13,4K,1,10
5/23/2023,Texas,Provider C,697.64,77,4K,5,6
5/23/2023,Texas,Provider D,90.45,68,720p,5,7
5/23/2023,Texas,Provider E,430.96,76,1080p,2,5
5/23/2023,Illinois,Provider A,541.47,93,4K,4,5
5/23/2023,Illinois,Provider B,559.48,40,720p,1,6
5/23/2023,Illinois,Provider C,523.14,69,480p,5,3
5/23/2023,Illinois,Provider D,341.99,52,1440p,3,3
5/23/2023,Illinois,Provider E,271.03,23,720p,4,5
5/24/2023,Cali,Provider A,503.53,35,1440p,2,2
5/24/2023,Cali,Provider B,320.91,93,720p,5,10
5/24/2023,Cali,Provider C,441.9,15,1440p,5,4
5/24/2023,Cali,Provider D,506.06,22,480p,4,5
5/24/2023,Cali,Provider E,644.46,13,4K,3,7
5/24/2023,Texas,Provider A,789.74,42,480p,3,4
5/24/2023,Texas,Provider B,796.25,40,480p,4,0
5/24/2023,Texas,Provider C,412.3,86,1080p,3,2
5/24/2023,Texas,Provider D,226.21,18,1440p,3,3
5/24/2023,Texas,Provider E,490.29,69,480p,3,3
5/24/2023,Illinois,Provider A,687.26,77,1080p,1,4
5/24/2023,Illinois,Provider B,776.68,95,4K,2,0
5/24/2023,Illinois,Provider C,895.82,83,720p,2,0
5/24/2023,Illinois,Provider D,373.4,22,4K,3,8
5/24/2023,Illinois,Provider E,893.48,68,1080p,4,5
5/25/2023,Cali,Provider A,938.5,100,480p,2,3
5/25/2023,Cali,Provider B,220.72,90,720p,1,4
5/25/2023,Cali,Provider C,941.08,55,720p,5,0
5/25/2023,Cali,Provider D,819.31,28,4K,1,8
5/25/2023,Cali,Provider E,64.59,15,4K,4,2
5/25/2023,Texas,Provider A,649.23,45,4K,3,6
5/25/2023,Texas,Provider B,760.86,100,720p,3,2
5/25/2023,Texas,Provider C,947.42,50,480p,2,7
5/25/2023,Texas,Provider D,906.02,35,1080p,5,8
5/25/2023,Texas,Provider E,581.16,87,4K,3,2
5/25/2023,Illinois,Provider A,656.21,63,4K,4,2
5/25/2023,Illinois,Provider B,436.19,57,1080p,1,3
5/25/2023,Illinois,Provider C,526.24,45,720p,1,0
5/25/2023,Illinois,Provider D,789.67,27,1440p,2,10
5/25/2023,Illinois,Provider E,621.95,42,1440p,4,0
5/26/2023,Cali,Provider A,72.94,21,1440p,4,10
5/26/2023,Cali,Provider B,999.89,87,4K,3,0
5/26/2023,Cali,Provider C,511.46,24,4K,5,1
5/26/2023,Cali,Provider D,407.34,31,1080p,2,9
5/26/2023,Cali,Provider E,357.44,100,480p,2,1
5/26/2023,Texas,Provider A,291.71,22,480p,4,6
5/26/2023,Texas,Provider B,602.06,44,720p,3,3
5/26/2023,Texas,Provider C,706.18,38,1080p,4,2
5/26/2023,Texas,Provider D,571.08,43,720p,1,10
5/26/2023,Texas,Provider E,402.86,22,720p,3,7
5/26/2023,Illinois,Provider A,657.78,35,480p,2,9
5/26/2023,Illinois,Provider B,270.07,25,720p,4,3
5/26/2023,Illinois,Provider C,453.5,51,720p,1,3
5/26/2023,Illinois,Provider D,213.83,78,1440p,1,10
5/26/2023,Illinois,Provider E,370.13,89,4K,3,10
5/27/2023,Cali,Provider A,969.41,57,480p,2,9
5/27/2023,Cali,Provider B,231.16,98,1440p,5,4
5/27/2023,Cali,Provider C,548.62,49,720p,1,4
5/27/2023,Cali,Provider D,197.07,72,1080p,4,10
5/27/2023,Cali,Provider E,762.68,68,720p,3,6
5/27/2023,Texas,Provider A,453.31,63,1080p,5,8
5/27/2023,Texas,Provider B,496.57,13,720p,3,9
5/27/2023,Texas,Provider C,716.4,30,4K,2,6
5/27/2023,Texas,Provider D,114.43,33,720p,5,6
5/27/2023,Texas,Provider E,378.44,46,1440p,2,3
5/27/2023,Illinois,Provider A,408.02,72,1080p,3,9
5/27/2023,Illinois,Provider B,498.51,92,1440p,1,2
5/27/2023,Illinois,Provider C,347.12,16,480p,3,8
5/27/2023,Illinois,Provider D,181.71,58,1080p,2,8
5/27/2023,Illinois,Provider E,203.63,24,480p,2,7
5/28/2023,Cali,Provider A,564.27,26,720p,5,4
5/28/2023,Cali,Provider B,519.01,56,4K,3,0
5/28/2023,Cali,Provider C,53.85,98,4K,4,0
5/28/2023,Cali,Provider D,626.22,58,1440p,3,7
5/28/2023,Cali,Provider E,217.8,81,4K,4,9
5/28/2023,Texas,Provider A,552.36,84,720p,1,10
5/28/2023,Texas,Provider B,346.42,99,480p,1,0
5/28/2023,Texas,Provider C,231.88,83,1080p,1,9
5/28/2023,Texas,Provider D,709.3,63,720p,3,0
5/28/2023,Texas,Provider E,619.15,63,720p,2,4
5/28/2023,Illinois,Provider A,830.38,19,720p,5,9
5/28/2023,Illinois,Provider B,316.95,66,720p,2,10
5/28/2023,Illinois,Provider C,519.81,31,720p,3,8
5/28/2023,Illinois,Provider D,986.7,14,720p,5,9
5/28/2023,Illinois,Provider E,584.05,66,1080p,1,9
5/29/2023,Cali,Provider A,930.84,32,1080p,4,7
5/29/2023,Cali,Provider B,826.82,90,720p,1,7
5/29/2023,Cali,Provider C,357.14,68,480p,1,8
5/29/2023,Cali,Provider D,948.93,25,1080p,3,4
5/29/2023,Cali,Provider E,893.04,58,1440p,3,2
5/29/2023,Texas,Provider A,335.81,25,720p,5,9
5/29/2023,Texas,Provider B,573.8,74,1440p,2,9
5/29/2023,Texas,Provider C,915.07,31,480p,4,5
5/29/2023,Texas,Provider D,698.52,10,720p,3,5
5/29/2023,Texas,Provider E,644.94,37,1440p,2,2
5/29/2023,Illinois,Provider A,351.09,26,720p,2,4
5/29/2023,Illinois,Provider B,381.85,89,480p,4,0
5/29/2023,Illinois,Provider C,509.39,20,720p,2,3
5/29/2023,Illinois,Provider D,84.22,37,4K,1,5
5/29/2023,Illinois,Provider E,771.49,85,720p,1,9
5/30/2023,Cali,Provider A,978.15,23,1080p,1,3
5/30/2023,Cali,Provider B,663.38,64,720p,3,4
5/30/2023,Cali,Provider C,134.04,38,1440p,1,2
5/30/2023,Cali,Provider D,795.88,85,1080p,5,7
5/30/2023,Cali,Provider E,841.5,88,1080p,4,3
5/30/2023,Texas,Provider A,105.81,57,4K,3,8
5/30/2023,Texas,Provider B,835.39,52,4K,2,10
5/30/2023,Texas,Provider C,531.34,68,4K,2,7
5/30/2023,Texas,Provider D,741.66,25,1440p,3,7
5/30/2023,Texas,Provider E,723.57,42,1080p,3,9
5/30/2023,Illinois,Provider A,683.17,19,1080p,3,10
5/30/2023,Illinois,Provider B,306.85,32,4K,1,3
5/30/2023,Illinois,Provider C,278.61,55,720p,4,8
5/30/2023,Illinois,Provider D,703.49,55,480p,4,6
5/30/2023,Illinois,Provider E,400.41,56,1440p,2,2
5/31/2023,Cali,Provider A,182.93,94,1440p,4,4
5/31/2023,Cali,Provider B,733.16,90,720p,2,3
5/31/2023,Cali,Provider C,657.69,96,480p,4,10
5/31/2023,Cali,Provider D,212.6,95,4K,2,2
5/31/2023,Cali,Provider E,941.94,14,480p,2,8
5/31/2023,Texas,Provider A,733.03,48,4K,3,9
5/31/2023,Texas,Provider B,688.29,47,480p,3,8
5/31/2023,Texas,Provider C,809.62,71,1440p,1,9
5/31/2023,Texas,Provider D,741.51,73,4K,3,3
5/31/2023,Texas,Provider E,196.44,23,1440p,3,1
5/31/2023,Illinois,Provider A,81.58,98,4K,4,6
5/31/2023,Illinois,Provider B,382.18,74,4K,2,5
5/31/2023,Illinois,Provider C,310.85,65,1440p,1,0
5/31/2023,Illinois,Provider D,279.63,13,4K,5,3
5/31/2023,Illinois,Provider E,924.74,52,1080p,1,1
6/1/2023,Cali,Provider A,271.32,45,1440p,3,8
6/1/2023,Cali,Provider B,900.37,18,480p,4,6
6/1/2023,Cali,Provider C,455.32,59,720p,3,7
6/1/2023,Cali,Provider D,124.6,62,1080p,2,3
6/1/2023,Cali,Provider E,625.34,26,4K,1,3
6/1/2023,Texas,Provider A,771.66,50,480p,1,7
6/1/2023,Texas,Provider B,262.61,22,1080p,3,5
6/1/2023,Texas,Provider C,677.52,54,720p,3,2
6/1/2023,Texas,Provider D,662.4,93,1080p,2,3
6/1/2023,Texas,Provider E,641.37,11,4K,4,10
6/1/2023,Illinois,Provider A,90,86,4K,3,7
6/1/2023,Illinois,Provider B,481.9,61,1440p,5,1
6/1/2023,Illinois,Provider C,625.59,33,4K,5,3
6/1/2023,Illinois,Provider D,267.89,22,720p,2,10
6/1/2023,Illinois,Provider E,452.94,14,4K,1,8
6/2/2023,Cali,Provider A,713.07,76,1440p,5,3
6/2/2023,Cali,Provider B,363.33,85,4K,1,4
6/2/2023,Cali,Provider C,697.32,67,480p,4,7
6/2/2023,Cali,Provider D,457.12,22,480p,5,9
6/2/2023,Cali,Provider E,717.57,79,1440p,1,10
6/2/2023,Texas,Provider A,156,50,1440p,5,9
6/2/2023,Texas,Provider B,919.12,17,480p,3,6
6/2/2023,Texas,Provider C,107.57,65,1080p,3,9
